18.449200,90.000000,0.000900,-0.001723,0.004268
18.449200,90.000000,0.001900,-0.001759,0.004318
18.449200,90.000000,0.002800,-0.001758,0.004289
18.449200,90.000000,0.003800,-0.001813,0.004413
18.449200,90.000000,0.004700,-0.001806,0.004407
18.449200,90.000000,0.005700,-0.001832,0.004502
18.449200,90.000000,0.006600,-0.001846,0.004594
18.449200,90.000000,0.007600,-0.001830,0.004634
18.449200,90.000000,0.008500,-0.001809,0.004643
18.449200,90.000000,0.009500,-0.001766,0.004533
18.449200,90.000000,0.010400,-0.001808,0.004646
18.449200,90.000000,0.011400,-0.001779,0.004574
18.449200,90.000000,0.012300,-0.001737,0.004466
18.449200,90.000000,0.013300,-0.001667,0.004286
18.449200,90.000000,0.014200,-0.001543,0.003968
18.449200,90.000000,0.015200,-0.001436,0.003692
18.449200,90.000000,0.016100,-0.001344,0.003455
18.449200,90.000000,0.017100,-0.001206,0.003095
18.449200,90.000000,0.018000,-0.001122,0.002841
18.449200,90.000000,0.019000,-0.001101,0.002781
18.449200,90.000000,0.019900,-0.000901,0.002269
18.449200,90.000000,0.020900,-0.000947,0.002388
18.449200,90.000000,0.021800,-0.000945,0.002388
18.449200,90.000000,0.022800,-0.000910,0.002302
18.449200,90.000000,0.023700,-0.000874,0.002215
18.449200,90.000000,0.024700,-0.000861,0.002189
18.449200,90.000000,0.025600,-0.000815,0.002075
18.449200,90.000000,0.026600,-0.000847,0.002164
18.449200,90.000000,0.027500,-0.000757,0.001938
18.449200,90.000000,0.028500,-0.000755,0.001940
18.449200,90.000000,0.029400,-0.000764,0.001969
18.449200,90.000000,0.030400,-0.000720,0.001860
18.449200,90.000000,0.031300,-0.000793,0.002057
18.449200,90.000000,0.032300,-0.000769,0.002002
18.449200,90.000000,0.033200,-0.000756,0.001975
18.449200,90.000000,0.034200,-0.000743,0.001949
18.449200,90.000000,0.035100,-0.000740,0.001951
18.449200,90.000000,0.036100,-0.000736,0.001952
18.449200,90.000000,0.037000,-0.000763,0.002037
18.449200,90.000000,0.038000,-0.000678,0.001818
18.449200,90.000000,0.038900,-0.000682,0.001846
18.449200,90.000000,0.039900,-0.000637,0.001740
18.449200,90.000000,0.040800,-0.000576,0.001584
18.449200,90.000000,0.041800,-0.000509,0.001407
18.449200,90.000000,0.042700,-0.000481,0.001334
18.449200,90.000000,0.043700,-0.000424,0.001168
18.449200,90.000000,0.044600,-0.000448,0.001241
18.449200,90.000000,0.045600,-0.000415,0.001170
18.449200,90.000000,0.046500,-0.000415,0.001172
18.449200,90.000000,0.047500,-0.000375,0.001058
18.449200,90.000000,0.048400,-0.000341,0.000948
18.449200,90.000000,0.049300,-0.000341,0.000949
18.449200,90.000000,0.050300,-0.000346,0.000972
18.449200,90.000000,0.051200,-0.000357,0.001018
18.449200,90.000000,0.052200,-0.000370,0.001064
18.449200,90.000000,0.053100,-0.000373,0.001088
18.449200,90.000000,0.054100,-0.000323,0.000912
18.449200,90.000000,0.055000,-0.000308,0.000828
18.449200,90.000000,0.056000,-0.000336,0.000892
18.449200,90.000000,0.056900,-0.000298,0.000789
18.449200,90.000000,0.057900,-0.000288,0.000730
18.449200,90.000000,0.058800,-0.000267,0.000671
18.449200,90.000000,0.059800,-0.000272,0.000692
18.449200,90.000000,0.060700,-0.000289,0.000732
18.449200,90.000000,0.061700,-0.000282,0.000713
18.449200,90.000000,0.062600,-0.000291,0.000735
18.449200,90.000000,0.063600,-0.000314,0.000817
18.449200,90.000000,0.064500,-0.000330,0.000925
18.449200,90.000000,0.065500,-0.000405,0.001411
18.449200,90.000000,0.066400,0.000402,0.002212
18.449200,90.000000,0.067400,0.000351,0.002414
18.449200,90.000000,0.068300,0.000117,0.002582
